"Date","home","away","Home Score","Away Score","result","Tries scored H","Tries scored A","Neutral venue","Crowds"
2013-09-28,"Bath","London Irish",33,18,"Home",NA,NA,0,1
2013-09-28,"Harlequins","Saracens",12,22,"Away",NA,NA,0,1
2013-09-29,"Exeter Chiefs","Leicester Tigers",9,21,"Away",NA,NA,0,1
2013-09-29,"Newcastle Falcons","Gloucester",16,22,"Away",NA,NA,0,1
2013-10-04,"Sale Sharks","Bath",19,13,"Home",NA,NA,0,1
2013-10-05,"Worcester Warriors","Newcastle Falcons",11,16,"Away",NA,NA,0,1
2013-10-05,"Saracens","Wasps",19,12,"Home",NA,NA,0,1
2013-10-05,"London Irish","Harlequins",18,13,"Home",NA,NA,0,1
2013-10-05,"Leicester Tigers","Northampton Saints",19,19,"Draw",NA,NA,0,1
2013-10-06,"Gloucester","Exeter Chiefs",12,29,"Away",NA,NA,0,1
2013-10-25,"Bath","Gloucester",15,13,"Home",NA,NA,0,1
2013-10-26,"Harlequins","Sale Sharks",24,3,"Home",NA,NA,0,1
2013-10-26,"Exeter Chiefs","Worcester Warriors",40,6,"Home",NA,NA,0,1
2013-10-26,"Northampton Saints","Saracens",41,20,"Home",NA,NA,0,1
2013-10-27,"Wasps","Leicester Tigers",22,12,"Home",NA,NA,0,1
2013-10-27,"Newcastle Falcons","London Irish",13,11,"Home",NA,NA,0,1
2013-11-01,"Worcester Warriors","Bath",6,21,"Away",NA,NA,0,1
2013-11-01,"Sale Sharks","Exeter Chiefs",16,18,"Away",NA,NA,0,1
2013-11-02,"Gloucester","Wasps",30,32,"Away",NA,NA,0,1
2013-11-02,"Leicester Tigers","Harlequins",16,23,"Away",NA,NA,0,1
2013-11-03,"London Irish","Northampton Saints",14,19,"Away",NA,NA,0,1
2013-11-03,"Saracens","Newcastle Falcons",40,3,"Home",NA,NA,0,1
2013-11-22,"Sale Sharks","Worcester Warriors",26,10,"Home",NA,NA,0,1
2013-11-23,"Leicester Tigers","London Irish",20,11,"Home",NA,NA,0,1
2013-11-23,"Harlequins","Gloucester",27,19,"Home",NA,NA,0,1
2013-11-23,"Exeter Chiefs","Saracens",9,16,"Away",NA,NA,0,1
2013-11-23,"Northampton Saints","Newcastle Falcons",18,0,"Home",NA,NA,0,1
2013-11-24,"Wasps","Bath",5,28,"Away",NA,NA,0,1
2013-11-29,"Gloucester","Leicester Tigers",17,22,"Away",NA,NA,0,1
2013-11-30,"Worcester Warriors","Northampton Saints",10,33,"Away",NA,NA,0,1
2013-11-30,"Saracens","Sale Sharks",24,19,"Home",NA,NA,0,1
2013-11-30,"London Irish","Wasps",12,19,"Away",NA,NA,0,1
2013-11-30,"Bath","Exeter Chiefs",21,16,"Home",NA,NA,0,1
2013-12-01,"Newcastle Falcons","Harlequins",9,35,"Away",NA,NA,0,1
2013-12-20,"Sale Sharks","London Irish",15,3,"Home",NA,NA,0,1
2013-12-21,"Wasps","Northampton Saints",15,17,"Away",NA,NA,0,1
2013-12-21,"Exeter Chiefs","Newcastle Falcons",16,3,"Home",NA,NA,0,1
2013-12-21,"Bath","Harlequins",14,3,"Home",NA,NA,0,1
2013-12-21,"Saracens","Leicester Tigers",49,10,"Home",NA,NA,0,1
2013-12-22,"Gloucester","Worcester Warriors",12,6,"Home",NA,NA,0,1
2013-12-27,"Newcastle Falcons","Wasps",12,17,"Away",NA,NA,0,1
2013-12-28,"Worcester Warriors","Saracens",8,26,"Away",NA,NA,0,1
2013-12-28,"Northampton Saints","Bath",43,25,"Home",NA,NA,0,1
2013-12-28,"Leicester Tigers","Sale Sharks",30,23,"Home",NA,NA,0,1
2013-12-28,"Harlequins","Exeter Chiefs",22,6,"Home",NA,NA,0,1
2013-12-29,"London Irish","Gloucester",19,22,"Away",NA,NA,0,1
2014-01-03,"Northampton Saints","Harlequins",23,9,"Home",NA,NA,0,1
2014-01-03,"Newcastle Falcons","Sale Sharks",8,16,"Away",NA,NA,0,1
2014-01-04,"London Irish","Worcester Warriors",22,9,"Home",NA,NA,0,1
2014-01-04,"Gloucester","Saracens",8,29,"Away",NA,NA,0,1
2014-01-05,"Leicester Tigers","Bath",27,27,"Draw",NA,NA,0,1
2014-01-05,"Wasps","Exeter Chiefs",19,16,"Home",NA,NA,0,1
2014-02-07,"Worcester Warriors","Leicester Tigers",22,23,"Away",NA,NA,0,1
2014-02-07,"Sale Sharks","Gloucester",24,19,"Home",NA,NA,0,1
2014-02-08,"Saracens","London Irish",13,22,"Away",NA,NA,0,1
2014-02-08,"Bath","Newcastle Falcons",24,6,"Home",NA,NA,0,1
2014-02-08,"Exeter Chiefs","Northampton Saints",16,17,"Away",NA,NA,0,1
2014-02-09,"Harlequins","Wasps",11,10,"Home",NA,NA,0,1
2014-02-14,"Sale Sharks","Saracens",10,15,"Away",NA,NA,0,1
2014-02-15,"Wasps","London Irish",20,23,"Away",NA,NA,0,1
2014-02-15,"Northampton Saints","Worcester Warriors",30,14,"Home",NA,NA,0,1
2014-02-15,"Harlequins","Newcastle Falcons",18,14,"Home",NA,NA,0,1
2014-02-15,"Exeter Chiefs","Bath",23,27,"Away",NA,NA,0,1
2014-02-16,"Leicester Tigers","Gloucester",11,8,"Home",NA,NA,0,1
2014-02-22,"Worcester Warriors","Sale Sharks",12,24,"Away",NA,NA,0,1
2014-02-22,"Gloucester","Harlequins",25,20,"Home",NA,NA,0,1
2014-02-22,"Bath","Wasps",32,25,"Home",NA,NA,0,1
2014-02-23,"London Irish","Leicester Tigers",15,20,"Away",NA,NA,0,1
2014-02-23,"Newcastle Falcons","Northampton Saints",16,22,"Away",NA,NA,0,1
2014-02-23,"Saracens","Exeter Chiefs",23,10,"Home",NA,NA,0,1
2014-02-28,"Bath","Saracens",10,23,"Away",NA,NA,0,1
2014-03-01,"Wasps","Sale Sharks",17,21,"Away",NA,NA,0,1
2014-03-01,"Harlequins","Worcester Warriors",21,20,"Home",NA,NA,0,1
2014-03-01,"Exeter Chiefs","London Irish",18,0,"Home",NA,NA,0,1
2014-03-01,"Northampton Saints","Gloucester",39,13,"Home",NA,NA,0,1
2014-03-02,"Newcastle Falcons","Leicester Tigers",18,41,"Away",NA,NA,0,1
2014-03-21,"Worcester Warriors","Wasps",11,13,"Away",NA,NA,0,1
2014-03-22,"Sale Sharks","Northampton Saints",19,6,"Home",NA,NA,0,1
2014-03-22,"Gloucester","Newcastle Falcons",40,33,"Home",NA,NA,0,1
2014-03-22,"Saracens","Harlequins",39,17,"Home",NA,NA,0,1
2014-03-22,"London Irish","Bath",23,44,"Away",NA,NA,0,1
2014-03-23,"Leicester Tigers","Exeter Chiefs",45,15,"Home",NA,NA,0,1
2014-03-28,"Bath","Sale Sharks",11,12,"Away",NA,NA,0,1
2014-03-29,"Wasps","Saracens",20,32,"Away",NA,NA,0,1
2014-03-29,"Harlequins","London Irish",23,9,"Home",NA,NA,0,1
2014-03-29,"Exeter Chiefs","Gloucester",13,14,"Away",NA,NA,0,1
2014-03-29,"Northampton Saints","Leicester Tigers",16,22,"Away",NA,NA,0,1
2014-03-30,"Newcastle Falcons","Worcester Warriors",12,17,"Away",NA,NA,0,1
2014-04-11,"Sale Sharks","Harlequins",12,27,"Away",NA,NA,0,1
2014-04-12,"Worcester Warriors","Exeter Chiefs",33,38,"Away",NA,NA,0,1
2014-04-12,"Leicester Tigers","Wasps",27,15,"Home",NA,NA,0,1
2014-04-12,"Gloucester","Bath",17,18,"Away",NA,NA,0,1
2014-04-13,"Saracens","Northampton Saints",28,24,"Home",NA,NA,0,1
2014-04-13,"London Irish","Newcastle Falcons",40,12,"Home",NA,NA,0,1
2014-04-18,"Harlequins","Leicester Tigers",24,20,"Home",NA,NA,0,1
2014-04-19,"Exeter Chiefs","Sale Sharks",12,55,"Away",NA,NA,0,1
2014-04-19,"Bath","Worcester Warriors",32,20,"Home",NA,NA,0,1
2014-04-19,"Wasps","Gloucester",38,30,"Home",NA,NA,0,1
2014-04-20,"Northampton Saints","London Irish",36,21,"Home",NA,NA,0,1
2014-04-20,"Newcastle Falcons","Saracens",18,23,"Away",NA,NA,0,1
2014-05-02,"Bath","Northampton Saints",19,19,"Draw",NA,NA,0,1
2014-05-03,"Wasps","Newcastle Falcons",44,38,"Home",NA,NA,0,1
2014-05-03,"Saracens","Worcester Warriors",44,20,"Home",NA,NA,0,1
2014-05-03,"Gloucester","London Irish",38,30,"Home",NA,NA,0,1
2014-05-03,"Sale Sharks","Leicester Tigers",22,42,"Away",NA,NA,0,1
2014-05-04,"Exeter Chiefs","Harlequins",29,30,"Away",NA,NA,0,1
2014-05-10,"Worcester Warriors","Gloucester",28,27,"Home",NA,NA,0,1
2014-05-10,"Northampton Saints","Wasps",74,13,"Home",NA,NA,0,1
2014-05-10,"Newcastle Falcons","Exeter Chiefs",13,23,"Away",NA,NA,0,1
2014-05-10,"London Irish","Sale Sharks",22,20,"Home",NA,NA,0,1
2014-05-10,"Leicester Tigers","Saracens",31,27,"Home",NA,NA,0,1
2014-05-10,"Harlequins","Bath",19,16,"Home",NA,NA,0,1
2014-05-16,"Northampton Saints","Leicester Tigers",21,20,"Home",NA,NA,0,1
2014-05-17,"Saracens","Harlequins",31,17,"Home",NA,NA,0,1
2014-05-31,"Saracens","Northampton Saints",20,24,"Away",NA,NA,1,1
2014-09-05,"Northampton Saints","Gloucester",53,6,"Home",NA,NA,0,1
2014-09-06,"Saracens","Wasps",34,28,"Home",NA,NA,0,1
2014-09-06,"Sale Sharks","Bath",20,29,"Away",NA,NA,0,1
2014-09-06,"Leicester Tigers","Newcastle Falcons",36,17,"Home",NA,NA,0,1
2014-09-06,"London Irish","Harlequins",15,20,"Away",NA,NA,0,1
2014-09-07,"London Welsh","Exeter Chiefs",0,52,"Away",NA,NA,0,1
2014-09-12,"Harlequins","Saracens",0,39,"Away",NA,NA,0,1
2014-09-13,"Gloucester","Sale Sharks",34,27,"Home",NA,NA,0,1
2014-09-13,"Bath","London Welsh",53,26,"Home",NA,NA,0,1
2014-09-13,"Exeter Chiefs","Leicester Tigers",20,24,"Away",NA,NA,0,1
2014-09-14,"Wasps","Northampton Saints",20,16,"Home",NA,NA,0,1
2014-09-14,"Newcastle Falcons","London Irish",18,20,"Away",NA,NA,0,1
2014-09-19,"Gloucester","Exeter Chiefs",22,25,"Away",NA,NA,0,1
2014-09-20,"Sale Sharks","London Welsh",46,8,"Home",NA,NA,0,1
2014-09-20,"London Irish","Saracens",32,36,"Away",NA,NA,0,1
2014-09-20,"Harlequins","Wasps",26,23,"Home",NA,NA,0,1
2014-09-20,"Bath","Leicester Tigers",45,0,"Home",NA,NA,0,1
2014-09-21,"Newcastle Falcons","Northampton Saints",10,35,"Away",NA,NA,0,1
2014-09-26,"London Welsh","Gloucester",10,46,"Away",NA,NA,0,1
2014-09-27,"Saracens","Sale Sharks",40,19,"Home",NA,NA,0,1
2014-09-27,"Leicester Tigers","London Irish",19,22,"Away",NA,NA,0,1
2014-09-27,"Northampton Saints","Bath",31,24,"Home",NA,NA,0,1
2014-09-28,"Wasps","Newcastle Falcons",35,18,"Home",NA,NA,0,1
2014-09-28,"Exeter Chiefs","Harlequins",36,13,"Home",NA,NA,0,1
2014-10-03,"Bath","Saracens",21,11,"Home",NA,NA,0,1
2014-10-04,"London Irish","Northampton Saints",12,19,"Away",NA,NA,0,1
2014-10-04,"Harlequins","London Welsh",52,0,"Home",NA,NA,0,1
2014-10-04,"Gloucester","Leicester Tigers",33,16,"Home",NA,NA,0,1
2014-10-05,"Sale Sharks","Wasps",25,14,"Home",NA,NA,0,1
2014-10-05,"Newcastle Falcons","Exeter Chiefs",29,24,"Home",NA,NA,0,1
2014-10-10,"Leicester Tigers","Harlequins",22,16,"Home",NA,NA,0,1
2014-10-11,"London Welsh","Newcastle Falcons",3,23,"Away",NA,NA,0,1
2014-10-11,"Saracens","Gloucester",28,21,"Home",NA,NA,0,1
2014-10-11,"Exeter Chiefs","London Irish",44,24,"Home",NA,NA,0,1
2014-10-11,"Northampton Saints","Sale Sharks",43,10,"Home",NA,NA,0,1
2014-10-12,"Wasps","Bath",29,22,"Home",NA,NA,0,1
2014-11-14,"Northampton Saints","Exeter Chiefs",18,24,"Away",NA,NA,0,1
2014-11-14,"Gloucester","Harlequins",15,22,"Away",NA,NA,0,1
2014-11-15,"Sale Sharks","London Irish",36,8,"Home",NA,NA,0,1
2014-11-15,"Bath","Newcastle Falcons",23,14,"Home",NA,NA,0,1
2014-11-16,"Leicester Tigers","Saracens",21,21,"Draw",NA,NA,0,1
2014-11-16,"Wasps","London Welsh",71,7,"Home",NA,NA,0,1
2014-11-21,"Harlequins","Sale Sharks",12,16,"Away",NA,NA,0,1
2014-11-21,"Newcastle Falcons","Gloucester",20,10,"Home",NA,NA,0,1
2014-11-22,"London Irish","Bath",23,33,"Away",NA,NA,0,1
2014-11-22,"Exeter Chiefs","Wasps",31,15,"Home",NA,NA,0,1
2014-11-23,"Saracens","Northampton Saints",24,31,"Away",NA,NA,0,1
2014-11-23,"London Welsh","Leicester Tigers",5,26,"Away",NA,NA,0,1
2014-11-28,"Bath","Harlequins",25,6,"Home",NA,NA,0,1
2014-11-29,"Leicester Tigers","Wasps",18,16,"Home",NA,NA,0,1
2014-11-29,"Exeter Chiefs","Saracens",27,19,"Home",NA,NA,0,1
2014-11-30,"London Irish","Gloucester",9,21,"Away",NA,NA,0,1
2014-11-30,"London Welsh","Northampton Saints",14,43,"Away",NA,NA,0,1
2014-11-30,"Newcastle Falcons","Sale Sharks",13,18,"Away",NA,NA,0,1
2014-12-19,"Sale Sharks","Exeter Chiefs",18,11,"Home",NA,NA,0,1
2014-12-20,"Saracens","London Welsh",78,7,"Home",NA,NA,0,1
2014-12-20,"Harlequins","Newcastle Falcons",15,7,"Home",NA,NA,0,1
2014-12-20,"Northampton Saints","Leicester Tigers",23,19,"Home",NA,NA,0,1
2014-12-20,"Gloucester","Bath",16,39,"Away",NA,NA,0,1
2014-12-21,"Wasps","London Irish",48,16,"Home",NA,NA,0,1
2014-12-26,"London Irish","London Welsh",24,9,"Home",NA,NA,0,1
2014-12-27,"Sale Sharks","Leicester Tigers",30,32,"Away",NA,NA,0,1
2014-12-27,"Bath","Exeter Chiefs",31,14,"Home",NA,NA,0,1
2014-12-27,"Newcastle Falcons","Saracens",23,25,"Away",NA,NA,0,1
2014-12-27,"Harlequins","Northampton Saints",25,30,"Away",NA,NA,0,1
2014-12-28,"Gloucester","Wasps",23,30,"Away",NA,NA,0,1
2015-01-02,"Northampton Saints","Newcastle Falcons",39,31,"Home",NA,NA,0,1
2015-01-03,"Saracens","London Irish",22,6,"Home",NA,NA,0,1
2015-01-03,"Exeter Chiefs","Gloucester",25,26,"Away",NA,NA,0,1
2015-01-04,"Wasps","Sale Sharks",41,16,"Home",NA,NA,0,1
2015-01-04,"Leicester Tigers","Bath",17,8,"Home",NA,NA,0,1
2015-01-04,"London Welsh","Harlequins",13,24,"Away",NA,NA,0,1
2015-01-09,"Gloucester","Saracens",24,23,"Home",NA,NA,0,1
2015-01-10,"Sale Sharks","Northampton Saints",20,7,"Home",NA,NA,0,1
2015-01-10,"Bath","Wasps",39,26,"Home",NA,NA,0,1
2015-01-10,"Harlequins","Leicester Tigers",32,12,"Home",NA,NA,0,1
2015-01-11,"Newcastle Falcons","London Welsh",38,7,"Home",NA,NA,0,1
2015-01-11,"London Irish","Exeter Chiefs",28,26,"Home",NA,NA,0,1
2015-02-13,"Northampton Saints","London Irish",15,9,"Home",NA,NA,0,1
2015-02-13,"Leicester Tigers","Gloucester",18,15,"Home",NA,NA,0,1
2015-02-14,"Exeter Chiefs","Newcastle Falcons",46,17,"Home",NA,NA,0,1
2015-02-15,"Saracens","Bath",34,24,"Home",NA,NA,0,1
2015-02-15,"London Welsh","Sale Sharks",12,52,"Away",NA,NA,0,1
2015-02-15,"Wasps","Harlequins",37,6,"Home",NA,NA,0,1
2015-02-20,"Newcastle Falcons","Wasps",23,23,"Draw",NA,NA,0,1
2015-02-21,"Sale Sharks","Saracens",14,10,"Home",NA,NA,0,1
2015-02-21,"Harlequins","Exeter Chiefs",21,32,"Away",NA,NA,0,1
2015-02-21,"Gloucester","London Welsh",48,10,"Home",NA,NA,0,1
2015-02-21,"Bath","Northampton Saints",13,21,"Away",NA,NA,0,1
2015-02-22,"London Irish","Leicester Tigers",6,12,"Away",NA,NA,0,1
2015-02-27,"Northampton Saints","Harlequins",17,13,"Home",NA,NA,0,1
2015-02-28,"London Welsh","London Irish",12,50,"Away",NA,NA,0,1
2015-02-28,"Saracens","Newcastle Falcons",22,17,"Home",NA,NA,0,1
2015-02-28,"Leicester Tigers","Sale Sharks",28,8,"Home",NA,NA,0,1
2015-02-28,"Exeter Chiefs","Bath",16,6,"Home",NA,NA,0,1
2015-03-01,"Wasps","Gloucester",32,21,"Home",NA,NA,0,1
2015-03-06,"Bath","Sale Sharks",12,3,"Home",NA,NA,0,1
2015-03-07,"Harlequins","London Irish",26,20,"Home",NA,NA,0,1
2015-03-07,"Exeter Chiefs","London Welsh",74,19,"Home",NA,NA,0,1
2015-03-07,"Gloucester","Northampton Saints",33,33,"Draw",NA,NA,0,1
2015-03-08,"Wasps","Saracens",17,26,"Away",NA,NA,0,1
2015-03-08,"Newcastle Falcons","Leicester Tigers",12,16,"Away",NA,NA,0,1
2015-03-27,"Northampton Saints","Wasps",52,30,"Home",NA,NA,0,1
2015-03-28,"London Irish","Newcastle Falcons",22,21,"Home",NA,NA,0,1
2015-03-28,"Leicester Tigers","Exeter Chiefs",25,18,"Home",NA,NA,0,1
2015-03-28,"Saracens","Harlequins",42,14,"Home",NA,NA,0,1
2015-03-29,"Sale Sharks","Gloucester",23,6,"Home",NA,NA,0,1
2015-03-29,"London Welsh","Bath",14,29,"Away",NA,NA,0,1
2015-04-10,"Newcastle Falcons","Bath",19,29,"Away",NA,NA,0,1
2015-04-11,"Harlequins","Gloucester",29,26,"Home",NA,NA,0,1
2015-04-11,"Saracens","Leicester Tigers",22,6,"Home",NA,NA,0,1
2015-04-12,"Exeter Chiefs","Northampton Saints",21,10,"Home",NA,NA,0,1
2015-04-12,"London Welsh","Wasps",13,40,"Away",NA,NA,0,1
2015-04-12,"London Irish","Sale Sharks",25,23,"Home",NA,NA,0,1
2015-04-24,"Bath","London Irish",43,18,"Home",NA,NA,0,1
2015-04-25,"Sale Sharks","Harlequins",23,25,"Away",NA,NA,0,1
2015-04-25,"Leicester Tigers","London Welsh",38,17,"Home",NA,NA,0,1
2015-04-25,"Gloucester","Newcastle Falcons",42,40,"Home",NA,NA,0,1
2015-04-25,"Northampton Saints","Saracens",25,20,"Home",NA,NA,0,1
2015-04-26,"Wasps","Exeter Chiefs",36,29,"Home",NA,NA,0,1
2015-05-08,"Harlequins","Bath",26,27,"Away",NA,NA,0,1
2015-05-09,"Sale Sharks","Newcastle Falcons",34,28,"Home",NA,NA,0,1
2015-05-09,"Gloucester","London Irish",35,13,"Home",NA,NA,0,1
2015-05-09,"Wasps","Leicester Tigers",21,26,"Away",NA,NA,0,1
2015-05-09,"Northampton Saints","London Welsh",46,0,"Home",NA,NA,0,1
2015-05-10,"Saracens","Exeter Chiefs",20,24,"Away",NA,NA,0,1
2015-05-16,"Newcastle Falcons","Harlequins",37,21,"Home",NA,NA,0,1
2015-05-16,"London Welsh","Saracens",17,68,"Away",NA,NA,0,1
2015-05-16,"London Irish","Wasps",40,40,"Draw",NA,NA,0,1
2015-05-16,"Leicester Tigers","Northampton Saints",22,14,"Home",NA,NA,0,1
2015-05-16,"Exeter Chiefs","Sale Sharks",44,16,"Home",NA,NA,0,1
2015-05-16,"Bath","Gloucester",50,30,"Home",NA,NA,0,1
2015-05-23,"Northampton Saints","Saracens",24,29,"Away",NA,NA,0,1
2015-05-23,"Bath","Leicester Tigers",47,10,"Home",NA,NA,0,1
2015-05-30,"Bath","Saracens",16,28,"Away",NA,NA,1,1
2015-10-16,"Worcester Warriors","Northampton Saints",13,12,"Home",NA,NA,0,1
2015-10-16,"Harlequins","Wasps",26,21,"Home",NA,NA,0,1
2015-10-16,"Newcastle Falcons","Gloucester",27,39,"Away",NA,NA,0,1
2015-10-17,"Saracens","Sale Sharks",41,3,"Home",NA,NA,0,1
2015-10-17,"Bath","Exeter Chiefs",19,17,"Home",NA,NA,0,1
2015-10-18,"London Irish","Leicester Tigers",16,28,"Away",NA,NA,0,1
2015-10-23,"Gloucester","Saracens",15,17,"Away",NA,NA,0,1
2015-10-23,"Sale Sharks","Worcester Warriors",27,13,"Home",NA,NA,0,1
2015-10-24,"Northampton Saints","Newcastle Falcons",42,16,"Home",NA,NA,0,1
2015-10-24,"Wasps","Bath",16,9,"Home",NA,NA,0,1
2015-10-24,"Exeter Chiefs","London Irish",38,11,"Home",NA,NA,0,1
2015-10-25,"Leicester Tigers","Harlequins",22,19,"Home",NA,NA,0,1
2015-10-31,"Saracens","London Irish",24,14,"Home",NA,NA,0,1
2015-10-31,"Bath","Harlequins",28,38,"Away",NA,NA,0,1
2015-10-31,"Gloucester","Worcester Warriors",24,22,"Home",NA,NA,0,1
2015-11-01,"Newcastle Falcons","Exeter Chiefs",3,41,"Away",NA,NA,0,1
2015-11-01,"Sale Sharks","Northampton Saints",20,13,"Home",NA,NA,0,1
2015-11-01,"Leicester Tigers","Wasps",24,16,"Home",NA,NA,0,1
2015-11-06,"Harlequins","Sale Sharks",16,14,"Home",NA,NA,0,1
2015-11-07,"Worcester Warriors","Newcastle Falcons",28,20,"Home",NA,NA,0,1
2015-11-07,"London Irish","Bath",14,45,"Away",NA,NA,0,1
2015-11-07,"Northampton Saints","Saracens",6,12,"Away",NA,NA,0,1
2015-11-07,"Exeter Chiefs","Leicester Tigers",19,6,"Home",NA,NA,0,1
2015-11-08,"Wasps","Gloucester",23,3,"Home",NA,NA,0,1
2015-11-27,"Northampton Saints","Gloucester",15,3,"Home",NA,NA,0,1
2015-11-28,"Sale Sharks","Newcastle Falcons",15,15,"Draw",NA,NA,0,1
2015-11-28,"Exeter Chiefs","Harlequins",26,25,"Home",NA,NA,0,1
2015-11-28,"Saracens","Worcester Warriors",48,18,"Home",NA,NA,0,1
2015-11-28,"London Irish","Wasps",15,33,"Away",NA,NA,0,1
2015-11-29,"Leicester Tigers","Bath",21,11,"Home",NA,NA,0,1
2015-12-04,"Gloucester","Sale Sharks",23,19,"Home",NA,NA,0,1
2015-12-05,"Worcester Warriors","Leicester Tigers",20,29,"Away",NA,NA,0,1
2015-12-05,"Harlequins","London Irish",38,7,"Home",NA,NA,0,1
2015-12-05,"Bath","Northampton Saints",11,13,"Away",NA,NA,0,1
2015-12-05,"Wasps","Exeter Chiefs",27,41,"Away",NA,NA,0,1
2015-12-06,"Newcastle Falcons","Saracens",3,38,"Away",NA,NA,0,1
2015-12-26,"London Irish","Northampton Saints",25,23,"Home",NA,NA,0,1
2015-12-26,"Leicester Tigers","Newcastle Falcons",22,10,"Home",NA,NA,0,1
2015-12-26,"Exeter Chiefs","Sale Sharks",33,17,"Home",NA,NA,0,1
2015-12-27,"Wasps","Saracens",16,26,"Away",NA,NA,0,1
2015-12-27,"Bath","Worcester Warriors",21,14,"Home",NA,NA,0,1
2015-12-27,"Harlequins","Gloucester",39,39,"Draw",NA,NA,0,1
2016-01-01,"Northampton Saints","Exeter Chiefs",8,3,"Home",NA,NA,0,1
2016-01-02,"Newcastle Falcons","Bath",19,14,"Home",NA,NA,0,1
2016-01-02,"Gloucester","London Irish",27,14,"Home",NA,NA,0,1
2016-01-02,"Saracens","Leicester Tigers",26,6,"Home",NA,NA,0,1
2016-01-02,"Sale Sharks","Wasps",15,9,"Home",NA,NA,0,1
2016-01-03,"Worcester Warriors","Harlequins",20,24,"Away",NA,NA,0,1
2016-01-09,"Harlequins","Saracens",29,23,"Home",NA,NA,0,1
2016-01-09,"Exeter Chiefs","Gloucester",19,10,"Home",NA,NA,0,1
2016-01-09,"Leicester Tigers","Northampton Saints",30,27,"Home",NA,NA,0,1
2016-01-10,"London Irish","Newcastle Falcons",20,15,"Home",NA,NA,0,1
2016-01-10,"Wasps","Worcester Warriors",32,22,"Home",NA,NA,0,1
2016-01-29,"Northampton Saints","Wasps",11,24,"Away",NA,NA,0,1
2016-01-30,"Sale Sharks","London Irish",38,10,"Home",NA,NA,0,1
2016-01-30,"Gloucester","Leicester Tigers",18,19,"Away",NA,NA,0,1
2016-01-30,"Saracens","Bath",19,13,"Home",NA,NA,0,1
2016-01-31,"Worcester Warriors","Exeter Chiefs",15,30,"Away",NA,NA,0,1
2016-01-31,"Newcastle Falcons","Harlequins",26,19,"Home",NA,NA,0,1
2016-02-05,"Bath","Gloucester",11,15,"Away",NA,NA,0,1
2016-02-06,"Wasps","Newcastle Falcons",9,8,"Home",NA,NA,0,1
2016-02-06,"Harlequins","Northampton Saints",23,27,"Away",NA,NA,0,1
2016-02-06,"Leicester Tigers","Sale Sharks",3,10,"Away",NA,NA,0,1
2016-02-07,"London Irish","Worcester Warriors",20,13,"Home",NA,NA,0,1
2016-02-07,"Exeter Chiefs","Saracens",11,14,"Away",NA,NA,0,1
2016-02-12,"Newcastle Falcons","Leicester Tigers",26,14,"Home",NA,NA,0,1
2016-02-13,"Sale Sharks","Exeter Chiefs",23,17,"Home",NA,NA,0,1
2016-02-13,"Worcester Warriors","Bath",14,16,"Away",NA,NA,0,1
2016-02-13,"Northampton Saints","London Irish",35,7,"Home",NA,NA,0,1
2016-02-13,"Gloucester","Harlequins",28,6,"Home",NA,NA,0,1
2016-02-14,"Saracens","Wasps",23,64,"Away",NA,NA,0,1
2016-02-19,"Harlequins","Leicester Tigers",25,19,"Home",NA,NA,0,1
2016-02-20,"Worcester Warriors","Sale Sharks",31,23,"Home",NA,NA,0,1
2016-02-20,"Saracens","Gloucester",25,12,"Home",NA,NA,0,1
2016-02-20,"Bath","Wasps",18,24,"Away",NA,NA,0,1
2016-02-21,"Newcastle Falcons","Northampton Saints",26,25,"Home",NA,NA,0,1
2016-02-21,"London Irish","Exeter Chiefs",15,22,"Away",NA,NA,0,1
2016-02-27,"Sale Sharks","Saracens",36,36,"Draw",NA,NA,0,1
2016-02-27,"Northampton Saints","Worcester Warriors",38,18,"Home",NA,NA,0,1
2016-02-27,"Gloucester","Newcastle Falcons",32,6,"Home",NA,NA,0,1
2016-02-28,"Exeter Chiefs","Bath",26,17,"Home",NA,NA,0,1
2016-02-28,"Leicester Tigers","London Irish",47,20,"Home",NA,NA,0,1
2016-02-28,"Wasps","Harlequins",42,10,"Home",NA,NA,0,1
2016-03-04,"Newcastle Falcons","Worcester Warriors",14,15,"Away",NA,NA,0,1
2016-03-05,"Sale Sharks","Harlequins",29,23,"Home",NA,NA,0,1
2016-03-05,"Gloucester","Wasps",13,10,"Home",NA,NA,0,1
2016-03-05,"Saracens","Northampton Saints",15,20,"Away",NA,NA,0,1
2016-03-05,"Bath","London Irish",25,17,"Home",NA,NA,0,1
2016-03-06,"Leicester Tigers","Exeter Chiefs",31,27,"Home",NA,NA,0,1
2016-03-11,"Harlequins","Bath",35,28,"Home",NA,NA,0,1
2016-03-12,"Wasps","Leicester Tigers",36,24,"Home",NA,NA,0,1
2016-03-12,"Worcester Warriors","Gloucester",28,20,"Home",NA,NA,0,1
2016-03-12,"Northampton Saints","Sale Sharks",26,11,"Home",NA,NA,0,1
2016-03-12,"Exeter Chiefs","Newcastle Falcons",32,17,"Home",NA,NA,0,1
2016-03-12,"London Irish","Saracens",16,26,"Away",NA,NA,0,1
2016-03-18,"Bath","Newcastle Falcons",21,19,"Home",NA,NA,0,1
2016-03-19,"Harlequins","Worcester Warriors",15,21,"Away",NA,NA,0,1
2016-03-20,"Exeter Chiefs","Northampton Saints",20,12,"Home",NA,NA,0,1
