"Date","home","away","Home Score","Away Score","result","Tries scored H","Tries scored A","Neutral venue","Crowds"
2011-02-13,"Yorkshire","Leicester Tigers",9,15,"Away",NA,NA,0,1
2011-02-13,"Wasps","Gloucester",9,10,"Away",NA,NA,0,1
2011-02-18,"Gloucester","London Irish",23,9,"Home",NA,NA,0,1
2011-02-18,"Newcastle Falcons","Exeter Chiefs",13,23,"Away",NA,NA,0,1
2011-02-19,"Harlequins","Sale Sharks",21,9,"Home",NA,NA,0,1
2011-02-19,"Bath","Northampton Saints",38,8,"Home",NA,NA,0,1
2011-02-19,"Leicester Tigers","Wasps",21,12,"Home",NA,NA,0,1
2011-02-20,"Saracens","Yorkshire",39,0,"Home",NA,NA,0,1
2011-02-25,"Sale Sharks","Leicester Tigers",16,18,"Away",NA,NA,0,1
2011-02-26,"Northampton Saints","Gloucester",16,18,"Away",NA,NA,0,1
2011-02-26,"London Irish","Harlequins",15,9,"Home",NA,NA,0,1
2011-02-26,"Exeter Chiefs","Bath",9,12,"Away",NA,NA,0,1
2011-02-27,"Wasps","Saracens",15,26,"Away",NA,NA,0,1
2011-02-27,"Yorkshire","Newcastle Falcons",5,22,"Away",NA,NA,0,1
2011-03-04,"Newcastle Falcons","Harlequins",33,18,"Home",NA,NA,0,1
2011-03-05,"Gloucester","Bath",34,22,"Home",NA,NA,0,1
2011-03-05,"Leicester Tigers","Saracens",14,15,"Away",NA,NA,0,1
2011-03-06,"Yorkshire","London Irish",27,19,"Home",NA,NA,0,1
2011-03-06,"Wasps","Sale Sharks",33,26,"Home",NA,NA,0,1
2011-03-06,"Exeter Chiefs","Northampton Saints",30,9,"Home",NA,NA,0,1
2011-03-12,"Yorkshire","Northampton Saints",13,23,"Away",NA,NA,0,1
2011-03-25,"Sale Sharks","Yorkshire",15,12,"Home",NA,NA,0,1
2011-03-26,"Harlequins","Gloucester",53,15,"Home",NA,NA,0,1
2011-03-26,"London Irish","Exeter Chiefs",39,17,"Home",NA,NA,0,1
2011-03-26,"Bath","Leicester Tigers",6,37,"Away",NA,NA,0,1
2011-03-27,"Northampton Saints","Wasps",39,3,"Home",NA,NA,0,1
2011-03-27,"Saracens","Newcastle Falcons",24,9,"Home",NA,NA,0,1
2011-04-02,"Northampton Saints","Sale Sharks",53,24,"Home",NA,NA,0,1
2011-04-02,"Gloucester","Newcastle Falcons",34,9,"Home",NA,NA,0,1
2011-04-02,"Harlequins","Leicester Tigers",13,17,"Away",NA,NA,0,1
2011-04-03,"Saracens","Bath",20,9,"Home",NA,NA,0,1
2011-04-03,"Yorkshire","Exeter Chiefs",27,22,"Home",NA,NA,0,1
2011-04-03,"London Irish","Wasps",25,12,"Home",NA,NA,0,1
2011-04-08,"Sale Sharks","Gloucester",36,31,"Home",NA,NA,0,1
2011-04-09,"Bath","Exeter Chiefs",26,18,"Home",NA,NA,0,1
2011-04-09,"Newcastle Falcons","Yorkshire",29,30,"Away",NA,NA,0,1
2011-04-15,"Newcastle Falcons","Northampton Saints",15,22,"Away",NA,NA,0,1
2011-04-16,"Bath","Harlequins",19,15,"Home",NA,NA,0,1
2011-04-16,"Leicester Tigers","Gloucester",41,41,"Draw",NA,NA,0,1
2011-04-16,"Exeter Chiefs","Saracens",12,33,"Away",NA,NA,0,1
2011-04-16,"Sale Sharks","London Irish",20,34,"Away",NA,NA,0,1
2011-04-17,"Wasps","Yorkshire",51,18,"Home",NA,NA,0,1
2011-04-19,"Gloucester","Northampton Saints",27,15,"Home",NA,NA,0,1
2011-04-22,"Sale Sharks","Exeter Chiefs",24,30,"Away",NA,NA,0,1
2011-04-22,"Newcastle Falcons","Leicester Tigers",13,24,"Away",NA,NA,0,1
2011-04-23,"London Irish","Northampton Saints",20,26,"Away",NA,NA,0,1
2011-04-23,"Wasps","Bath",10,43,"Away",NA,NA,0,1
2011-04-24,"Saracens","Gloucester",35,12,"Home",NA,NA,0,1
2011-04-24,"Yorkshire","Harlequins",3,38,"Away",NA,NA,0,1
2011-04-30,"Newcastle Falcons","Bath",11,14,"Away",NA,NA,0,1
2011-05-07,"Northampton Saints","Yorkshire",31,24,"Home",NA,NA,0,1
2011-05-07,"Leicester Tigers","London Irish",32,23,"Home",NA,NA,0,1
2011-05-07,"Harlequins","Saracens",13,16,"Away",NA,NA,0,1
2011-05-07,"Gloucester","Sale Sharks",68,17,"Home",NA,NA,0,1
2011-05-07,"Exeter Chiefs","Wasps",21,8,"Home",NA,NA,0,1
2011-05-07,"Bath","Newcastle Falcons",42,12,"Home",NA,NA,0,1
2011-05-14,"Leicester Tigers","Northampton Saints",11,3,"Home",NA,NA,0,1
2011-05-15,"Saracens","Gloucester",12,10,"Home",NA,NA,0,1
2011-05-28,"Leicester Tigers","Saracens",18,22,"Away",NA,NA,1,1
2011-09-03,"London Irish","Harlequins",24,29,"Away",NA,NA,0,1
2011-09-03,"Worcester Warriors","Sale Sharks",17,12,"Home",NA,NA,0,1
2011-09-03,"Leicester Tigers","Exeter Chiefs",28,30,"Away",NA,NA,0,1
2011-09-03,"Saracens","Wasps",15,20,"Away",NA,NA,0,1
2011-09-03,"Newcastle Falcons","Bath",9,22,"Away",NA,NA,0,1
2011-09-04,"Northampton Saints","Gloucester",26,24,"Home",NA,NA,0,1
2011-09-09,"Sale Sharks","London Irish",30,29,"Home",NA,NA,0,1
2011-09-09,"Harlequins","Northampton Saints",26,13,"Home",NA,NA,0,1
2011-09-10,"Gloucester","Worcester Warriors",29,8,"Home",NA,NA,0,1
2011-09-10,"Exeter Chiefs","Newcastle Falcons",32,15,"Home",NA,NA,0,1
2011-09-10,"Bath","Saracens",26,28,"Away",NA,NA,0,1
2011-09-11,"Wasps","Leicester Tigers",35,29,"Home",NA,NA,0,1
2011-09-17,"Wasps","Sale Sharks",18,29,"Away",NA,NA,0,1
2011-09-17,"Northampton Saints","London Irish",13,14,"Away",NA,NA,0,1
2011-09-17,"Harlequins","Gloucester",42,6,"Home",NA,NA,0,1
2011-09-17,"Newcastle Falcons","Leicester Tigers",26,27,"Away",NA,NA,0,1
2011-09-17,"Bath","Exeter Chiefs",23,19,"Home",NA,NA,0,1
2011-09-18,"Saracens","Worcester Warriors",18,6,"Home",NA,NA,0,1
2011-09-23,"Sale Sharks","Northampton Saints",29,21,"Home",NA,NA,0,1
2011-09-24,"Leicester Tigers","Saracens",25,50,"Away",NA,NA,0,1
2011-09-24,"Worcester Warriors","Harlequins",15,17,"Away",NA,NA,0,1
2011-09-24,"London Irish","Newcastle Falcons",46,29,"Home",NA,NA,0,1
2011-09-24,"Gloucester","Bath",23,6,"Home",NA,NA,0,1
2011-09-25,"Exeter Chiefs","Wasps",21,11,"Home",NA,NA,0,1
2011-09-30,"Worcester Warriors","Northampton Saints",12,3,"Home",NA,NA,0,1
2011-10-01,"Gloucester","London Irish",33,30,"Home",NA,NA,0,1
2011-10-01,"Harlequins","Sale Sharks",48,41,"Home",NA,NA,0,1
2011-10-01,"Exeter Chiefs","Saracens",13,17,"Away",NA,NA,0,1
2011-10-01,"Bath","Leicester Tigers",26,25,"Home",NA,NA,0,1
2011-10-02,"Newcastle Falcons","Wasps",15,10,"Home",NA,NA,0,1
2011-10-08,"Northampton Saints","Exeter Chiefs",33,3,"Home",NA,NA,0,1
2011-10-08,"Sale Sharks","Gloucester",13,11,"Home",NA,NA,0,1
2011-10-08,"Leicester Tigers","Harlequins",18,27,"Away",NA,NA,0,1
2011-10-09,"London Irish","Worcester Warriors",42,24,"Home",NA,NA,0,1
2011-10-09,"Wasps","Bath",27,24,"Home",NA,NA,0,1
2011-10-09,"Saracens","Newcastle Falcons",25,5,"Home",NA,NA,0,1
2011-10-28,"Worcester Warriors","Wasps",12,14,"Away",NA,NA,0,1
2011-10-28,"Sale Sharks","Leicester Tigers",13,34,"Away",NA,NA,0,1
2011-10-29,"London Irish","Bath",12,13,"Away",NA,NA,0,1
2011-10-29,"Northampton Saints","Newcastle Falcons",44,15,"Home",NA,NA,0,1
2011-10-29,"Harlequins","Exeter Chiefs",19,13,"Home",NA,NA,0,1
2011-10-29,"Gloucester","Saracens",17,19,"Away",NA,NA,0,1
2011-11-04,"Newcastle Falcons","Worcester Warriors",16,16,"Draw",NA,NA,0,1
2011-11-05,"Bath","Harlequins",13,26,"Away",NA,NA,0,1
2011-11-05,"Exeter Chiefs","Gloucester",19,24,"Away",NA,NA,0,1
2011-11-05,"Leicester Tigers","London Irish",24,24,"Draw",NA,NA,0,1
2011-11-06,"Wasps","Northampton Saints",13,24,"Away",NA,NA,0,1
2011-11-06,"Saracens","Sale Sharks",23,10,"Home",NA,NA,0,1
2011-11-25,"Worcester Warriors","Bath",16,7,"Home",NA,NA,0,1
2011-11-25,"Sale Sharks","Exeter Chiefs",23,30,"Away",NA,NA,0,1
2011-11-26,"Gloucester","Leicester Tigers",14,19,"Away",NA,NA,0,1
2011-11-26,"London Irish","Wasps",21,17,"Home",NA,NA,0,1
2011-11-26,"Northampton Saints","Saracens",30,8,"Home",NA,NA,0,1
2011-11-27,"Harlequins","Newcastle Falcons",39,8,"Home",NA,NA,0,1
2011-12-02,"Newcastle Falcons","Gloucester",26,25,"Home",NA,NA,0,1
2011-12-03,"Leicester Tigers","Northampton Saints",30,25,"Home",NA,NA,0,1
2011-12-03,"Bath","Sale Sharks",13,16,"Away",NA,NA,0,1
2011-12-03,"Exeter Chiefs","Worcester Warriors",15,9,"Home",NA,NA,0,1
2011-12-04,"Saracens","London Irish",15,11,"Home",NA,NA,0,1
2011-12-04,"Wasps","Harlequins",16,22,"Away",NA,NA,0,1
2011-12-24,"Northampton Saints","Bath",22,13,"Home",NA,NA,0,1
2011-12-26,"Sale Sharks","Newcastle Falcons",27,19,"Home",NA,NA,0,1
2011-12-26,"Gloucester","Wasps",39,10,"Home",NA,NA,0,1
2011-12-27,"London Irish","Exeter Chiefs",29,22,"Home",NA,NA,0,1
2011-12-27,"Worcester Warriors","Leicester Tigers",13,32,"Away",NA,NA,0,1
2011-12-27,"Harlequins","Saracens",11,19,"Away",NA,NA,0,1
2011-12-31,"Newcastle Falcons","Northampton Saints",14,32,"Away",NA,NA,0,1
2011-12-31,"Exeter Chiefs","Harlequins",9,11,"Away",NA,NA,0,1
2012-01-01,"Bath","London Irish",30,3,"Home",NA,NA,0,1
2012-01-01,"Wasps","Worcester Warriors",0,6,"Away",NA,NA,0,1
2012-01-01,"Saracens","Gloucester",15,15,"Draw",NA,NA,0,1
2012-01-01,"Leicester Tigers","Sale Sharks",28,23,"Home",NA,NA,0,1
2012-01-06,"Northampton Saints","Harlequins",24,3,"Home",NA,NA,0,1
2012-01-07,"Worcester Warriors","Gloucester",21,15,"Home",NA,NA,0,1
2012-01-07,"Newcastle Falcons","Exeter Chiefs",10,16,"Away",NA,NA,0,1
2012-01-07,"Leicester Tigers","Wasps",29,11,"Home",NA,NA,0,1
2012-01-08,"Saracens","Bath",26,19,"Home",NA,NA,0,1
2012-01-08,"London Irish","Sale Sharks",21,19,"Home",NA,NA,0,1
2012-02-10,"Sale Sharks","Worcester Warriors",15,12,"Home",NA,NA,0,1
2012-02-11,"Harlequins","London Irish",30,23,"Home",NA,NA,0,1
2012-02-11,"Gloucester","Northampton Saints",27,24,"Home",NA,NA,0,1
2012-02-11,"Bath","Newcastle Falcons",30,24,"Home",NA,NA,0,1
2012-02-11,"Exeter Chiefs","Leicester Tigers",19,11,"Home",NA,NA,0,1
2012-02-12,"Wasps","Saracens",17,22,"Away",NA,NA,0,1
2012-02-18,"Bath","Gloucester",11,14,"Away",NA,NA,0,1
2012-02-18,"Wasps","Exeter Chiefs",12,15,"Away",NA,NA,0,1
2012-02-18,"Northampton Saints","Sale Sharks",24,17,"Home",NA,NA,0,1
2012-02-18,"Newcastle Falcons","London Irish",19,10,"Home",NA,NA,0,1
2012-02-18,"Harlequins","Worcester Warriors",16,14,"Home",NA,NA,0,1
2012-02-19,"Saracens","Leicester Tigers",19,20,"Away",NA,NA,0,1
2012-02-24,"Worcester Warriors","Saracens",16,11,"Home",NA,NA,0,1
2012-02-24,"Sale Sharks","Wasps",46,34,"Home",NA,NA,0,1
2012-02-25,"Leicester Tigers","Newcastle Falcons",42,15,"Home",NA,NA,0,1
2012-02-25,"Gloucester","Harlequins",29,23,"Home",NA,NA,0,1
2012-02-25,"Exeter Chiefs","Bath",9,12,"Away",NA,NA,0,1
2012-02-26,"London Irish","Northampton Saints",23,30,"Away",NA,NA,0,1
2012-03-02,"Newcastle Falcons","Harlequins",9,9,"Draw",NA,NA,0,1
2012-03-03,"Bath","Worcester Warriors",36,17,"Home",NA,NA,0,1
2012-03-03,"Wasps","London Irish",18,13,"Home",NA,NA,0,1
2012-03-03,"Exeter Chiefs","Sale Sharks",37,12,"Home",NA,NA,0,1
2012-03-04,"Leicester Tigers","Gloucester",36,3,"Home",NA,NA,0,1
2012-03-04,"Saracens","Northampton Saints",18,12,"Home",NA,NA,0,1
2012-03-23,"Worcester Warriors","Newcastle Falcons",19,9,"Home",NA,NA,0,1
2012-03-23,"Sale Sharks","Saracens",9,45,"Away",NA,NA,0,1
2012-03-24,"Harlequins","Bath",14,6,"Home",NA,NA,0,1
2012-03-24,"Gloucester","Exeter Chiefs",27,28,"Away",NA,NA,0,1
2012-03-24,"Northampton Saints","Wasps",32,15,"Home",NA,NA,0,1
2012-03-25,"London Irish","Leicester Tigers",32,41,"Away",NA,NA,0,1
2012-03-30,"Leicester Tigers","Worcester Warriors",43,13,"Home",NA,NA,0,1
2012-03-30,"Newcastle Falcons","Sale Sharks",22,19,"Home",NA,NA,0,1
2012-03-31,"Saracens","Harlequins",19,24,"Away",NA,NA,0,1
2012-03-31,"Exeter Chiefs","London Irish",18,11,"Home",NA,NA,0,1
2012-03-31,"Bath","Northampton Saints",6,26,"Away",NA,NA,0,1
2012-04-01,"Wasps","Gloucester",26,24,"Home",NA,NA,0,1
2012-04-13,"Sale Sharks","Bath",16,9,"Home",NA,NA,0,1
2012-04-14,"Northampton Saints","Leicester Tigers",21,35,"Away",NA,NA,0,1
2012-04-14,"Worcester Warriors","Exeter Chiefs",26,31,"Away",NA,NA,0,1
2012-04-14,"London Irish","Saracens",19,28,"Away",NA,NA,0,1
2012-04-14,"Gloucester","Newcastle Falcons",20,29,"Away",NA,NA,0,1
2012-04-14,"Harlequins","Wasps",33,17,"Home",NA,NA,0,1
2012-04-20,"Newcastle Falcons","Saracens",3,9,"Away",NA,NA,0,1
2012-04-21,"Bath","Wasps",17,12,"Home",NA,NA,0,1
2012-04-21,"Worcester Warriors","London Irish",16,25,"Away",NA,NA,0,1
2012-04-21,"Gloucester","Sale Sharks",19,24,"Away",NA,NA,0,1
2012-04-21,"Harlequins","Leicester Tigers",33,43,"Away",NA,NA,0,1
2012-04-22,"Exeter Chiefs","Northampton Saints",15,18,"Away",NA,NA,0,1
2012-05-05,"Wasps","Newcastle Falcons",10,14,"Away",NA,NA,0,1
2012-05-05,"Saracens","Exeter Chiefs",40,22,"Home",NA,NA,0,1
2012-05-05,"Sale Sharks","Harlequins",10,24,"Away",NA,NA,0,1
2012-05-05,"Northampton Saints","Worcester Warriors",42,14,"Home",NA,NA,0,1
2012-05-05,"London Irish","Gloucester",52,18,"Home",NA,NA,0,1
2012-05-05,"Leicester Tigers","Bath",28,3,"Home",NA,NA,0,1
2012-05-12,"Harlequins","Northampton Saints",25,23,"Home",NA,NA,0,1
2012-05-12,"Leicester Tigers","Saracens",24,15,"Home",NA,NA,0,1
2012-05-26,"Harlequins","Leicester Tigers",30,23,"Home",NA,NA,1,1
2012-09-01,"Wasps","Harlequins",40,42,"Away",NA,NA,0,1
2012-09-01,"Worcester Warriors","Bath",23,24,"Away",NA,NA,0,1
2012-09-01,"Gloucester","Northampton Saints",19,24,"Away",NA,NA,0,1
2012-09-01,"Exeter Chiefs","Sale Sharks",43,6,"Home",NA,NA,0,1
2012-09-01,"Saracens","London Irish",40,3,"Home",NA,NA,0,1
2012-09-02,"London Welsh","Leicester Tigers",13,38,"Away",NA,NA,0,1
2012-09-07,"Harlequins","London Welsh",40,3,"Home",NA,NA,0,1
2012-09-08,"Bath","Wasps",30,23,"Home",NA,NA,0,1
2012-09-08,"London Irish","Gloucester",31,40,"Away",NA,NA,0,1
2012-09-08,"Leicester Tigers","Worcester Warriors",34,26,"Home",NA,NA,0,1
2012-09-08,"Sale Sharks","Saracens",16,23,"Away",NA,NA,0,1
2012-09-09,"Northampton Saints","Exeter Chiefs",24,21,"Home",NA,NA,0,1
2012-09-14,"Bath","Northampton Saints",14,18,"Away",NA,NA,0,1
2012-09-15,"Worcester Warriors","Gloucester",16,16,"Draw",NA,NA,0,1
2012-09-15,"Wasps","London Irish",43,14,"Home",NA,NA,0,1
2012-09-15,"Harlequins","Sale Sharks",37,14,"Home",NA,NA,0,1
2012-09-15,"Saracens","Leicester Tigers",9,9,"Draw",NA,NA,0,1
2012-09-16,"London Welsh","Exeter Chiefs",25,24,"Home",NA,NA,0,1
2012-09-21,"Sale Sharks","London Welsh",19,29,"Away",NA,NA,0,1
2012-09-22,"Northampton Saints","Worcester Warriors",37,31,"Home",NA,NA,0,1
2012-09-22,"London Irish","Bath",29,22,"Home",NA,NA,0,1
2012-09-22,"Gloucester","Wasps",29,22,"Home",NA,NA,0,1
2012-09-22,"Leicester Tigers","Harlequins",9,22,"Away",NA,NA,0,1
2012-09-23,"Exeter Chiefs","Saracens",14,12,"Home",NA,NA,0,1
2012-09-28,"Northampton Saints","Wasps",24,6,"Home",NA,NA,0,1
2012-09-28,"Worcester Warriors","London Irish",35,11,"Home",NA,NA,0,1
2012-09-29,"Leicester Tigers","Exeter Chiefs",30,8,"Home",NA,NA,0,1
2012-09-29,"Bath","Sale Sharks",31,10,"Home",NA,NA,0,1
2012-09-30,"Harlequins","Saracens",16,18,"Away",NA,NA,0,1
2012-09-30,"London Welsh","Gloucester",25,31,"Away",NA,NA,0,1
2012-10-05,"Sale Sharks","Leicester Tigers",8,20,"Away",NA,NA,0,1
2012-10-06,"Gloucester","Bath",16,10,"Home",NA,NA,0,1
2012-10-06,"London Irish","Northampton Saints",39,17,"Home",NA,NA,0,1
2012-10-06,"Exeter Chiefs","Harlequins",42,28,"Home",NA,NA,0,1
2012-10-07,"London Welsh","Saracens",23,28,"Away",NA,NA,0,1
2012-10-07,"Wasps","Worcester Warriors",10,6,"Home",NA,NA,0,1
2012-10-26,"Worcester Warriors","Sale Sharks",23,16,"Home",NA,NA,0,1
2012-10-27,"Bath","Exeter Chiefs",23,15,"Home",NA,NA,0,1
2012-10-27,"Northampton Saints","Saracens",6,16,"Away",NA,NA,0,1
2012-10-27,"Gloucester","Leicester Tigers",27,21,"Home",NA,NA,0,1
2012-10-28,"London Irish","Harlequins",28,31,"Away",NA,NA,0,1
2012-10-28,"Wasps","London Welsh",29,19,"Home",NA,NA,0,1
2012-11-02,"Sale Sharks","London Irish",21,9,"Home",NA,NA,0,1
2012-11-03,"Leicester Tigers","Northampton Saints",16,12,"Home",NA,NA,0,1
2012-11-03,"Exeter Chiefs","Worcester Warriors",33,9,"Home",NA,NA,0,1
2012-11-03,"Harlequins","Gloucester",28,25,"Home",NA,NA,0,1
2012-11-04,"Saracens","Wasps",29,24,"Home",NA,NA,0,1
2012-11-04,"London Welsh","Bath",16,9,"Home",NA,NA,0,1
2012-11-23,"Bath","Harlequins",21,18,"Home",NA,NA,0,1
2012-11-23,"Worcester Warriors","Saracens",12,3,"Home",NA,NA,0,1
2012-11-24,"Gloucester","Sale Sharks",29,3,"Home",NA,NA,0,1
2012-11-24,"Northampton Saints","London Welsh",23,16,"Home",NA,NA,0,1
2012-11-25,"Wasps","Leicester Tigers",14,12,"Home",NA,NA,0,1
2012-11-25,"London Irish","Exeter Chiefs",23,27,"Away",NA,NA,0,1
2012-11-30,"Sale Sharks","Northampton Saints",16,27,"Away",NA,NA,0,1
2012-11-30,"Harlequins","Worcester Warriors",22,19,"Home",NA,NA,0,1
2012-12-01,"Leicester Tigers","Bath",17,12,"Home",NA,NA,0,1
2012-12-01,"London Welsh","London Irish",15,9,"Home",NA,NA,0,1
2012-12-01,"Exeter Chiefs","Wasps",30,23,"Home",NA,NA,0,1
2012-12-02,"Saracens","Gloucester",28,23,"Home",NA,NA,0,1
2012-12-21,"Worcester Warriors","London Welsh",13,6,"Home",NA,NA,0,1
2012-12-22,"Bath","Saracens",0,22,"Away",NA,NA,0,1
2012-12-22,"London Irish","Leicester Tigers",9,31,"Away",NA,NA,0,1
2012-12-22,"Gloucester","Exeter Chiefs",18,16,"Home",NA,NA,0,1
2012-12-22,"Northampton Saints","Harlequins",9,18,"Away",NA,NA,0,1
2012-12-23,"Wasps","Sale Sharks",25,18,"Home",NA,NA,0,1
2012-12-28,"Sale Sharks","Worcester Warriors",33,27,"Home",NA,NA,0,1
2012-12-29,"Harlequins","London Irish",26,15,"Home",NA,NA,0,1
2012-12-29,"London Welsh","Wasps",15,34,"Away",NA,NA,0,1
2012-12-29,"Exeter Chiefs","Bath",12,12,"Draw",NA,NA,0,1
2012-12-29,"Leicester Tigers","Gloucester",17,12,"Home",NA,NA,0,1
2012-12-30,"Saracens","Northampton Saints",17,16,"Home",NA,NA,0,1
2013-01-04,"Worcester Warriors","Leicester Tigers",14,19,"Away",NA,NA,0,1
2013-01-05,"Gloucester","London Irish",12,18,"Away",NA,NA,0,1
2013-01-05,"Exeter Chiefs","Northampton Saints",19,30,"Away",NA,NA,0,1
2013-01-06,"Wasps","Bath",29,15,"Home",NA,NA,0,1
2013-01-06,"Saracens","Sale Sharks",32,12,"Home",NA,NA,0,1
2013-01-06,"London Welsh","Harlequins",26,31,"Away",NA,NA,0,1
2013-02-08,"Sale Sharks","Exeter Chiefs",21,16,"Home",NA,NA,0,1
2013-02-09,"Northampton Saints","Gloucester",11,27,"Away",NA,NA,0,1
2013-02-09,"Bath","Worcester Warriors",32,9,"Home",NA,NA,0,1
2013-02-09,"London Irish","Saracens",29,16,"Home",NA,NA,0,1
2013-02-09,"Leicester Tigers","London Welsh",28,12,"Home",NA,NA,0,1
2013-02-09,"Harlequins","Wasps",16,17,"Away",NA,NA,0,1
2013-02-16,"Bath","London Irish",40,16,"Home",NA,NA,0,1
2013-02-16,"Worcester Warriors","Northampton Saints",18,27,"Away",NA,NA,0,1
2013-02-16,"Saracens","Exeter Chiefs",31,11,"Home",NA,NA,0,1
2013-02-16,"Harlequins","Leicester Tigers",25,21,"Home",NA,NA,0,1
2013-02-17,"Wasps","Gloucester",33,29,"Home",NA,NA,0,1
2013-02-17,"London Welsh","Sale Sharks",25,26,"Away",NA,NA,0,1
2013-02-22,"Gloucester","Worcester Warriors",29,23,"Home",NA,NA,0,1
2013-02-22,"Sale Sharks","Harlequins",21,30,"Away",NA,NA,0,1
2013-02-23,"Northampton Saints","Bath",25,23,"Home",NA,NA,0,1
2013-02-23,"Exeter Chiefs","London Welsh",47,16,"Home",NA,NA,0,1
2013-02-23,"Leicester Tigers","Saracens",27,32,"Away",NA,NA,0,1
2013-02-24,"London Irish","Wasps",30,19,"Home",NA,NA,0,1
2013-03-01,"Worcester Warriors","Wasps",29,23,"Home",NA,NA,0,1
2013-03-01,"Bath","Gloucester",31,25,"Home",NA,NA,0,1
2013-03-02,"Northampton Saints","London Irish",40,14,"Home",NA,NA,0,1
2013-03-02,"Leicester Tigers","Sale Sharks",48,10,"Home",NA,NA,0,1
2013-03-02,"Harlequins","Exeter Chiefs",16,27,"Away",NA,NA,0,1
2013-03-03,"Saracens","London Welsh",35,14,"Home",NA,NA,0,1
2013-03-22,"Sale Sharks","Bath",14,13,"Home",NA,NA,0,1
2013-03-23,"London Irish","Worcester Warriors",26,6,"Home",NA,NA,0,1
2013-03-23,"Gloucester","London Welsh",15,14,"Home",NA,NA,0,1
2013-03-23,"Wasps","Northampton Saints",24,26,"Away",NA,NA,0,1
2013-03-23,"Exeter Chiefs","Leicester Tigers",9,12,"Away",NA,NA,0,1
2013-03-24,"Saracens","Harlequins",27,12,"Home",NA,NA,0,1
2013-03-29,"Gloucester","Harlequins",17,15,"Home",NA,NA,0,1
2013-03-30,"Bath","London Welsh",40,25,"Home",NA,NA,0,1
2013-03-30,"Worcester Warriors","Exeter Chiefs",18,24,"Away",NA,NA,0,1
2013-03-30,"Wasps","Saracens",13,22,"Away",NA,NA,0,1
2013-03-30,"Northampton Saints","Leicester Tigers",8,36,"Away",NA,NA,0,1
2013-03-31,"London Irish","Sale Sharks",33,33,"Draw",NA,NA,0,1
2013-04-12,"Sale Sharks","Gloucester",32,9,"Home",NA,NA,0,1
2013-04-13,"Harlequins","Bath",23,9,"Home",NA,NA,0,1
2013-04-13,"Exeter Chiefs","London Irish",27,6,"Home",NA,NA,0,1
2013-04-14,"Saracens","Worcester Warriors",47,17,"Home",NA,NA,0,1
2013-04-14,"London Welsh","Northampton Saints",14,31,"Away",NA,NA,0,1
2013-04-14,"Leicester Tigers","Wasps",35,16,"Home",NA,NA,0,1
2013-04-20,"Bath","Leicester Tigers",27,26,"Home",NA,NA,0,1
2013-04-20,"Worcester Warriors","Harlequins",26,42,"Away",NA,NA,0,1
2013-04-20,"London Irish","London Welsh",47,28,"Home",NA,NA,0,1
2013-04-20,"Gloucester","Saracens",28,23,"Home",NA,NA,0,1
2013-04-20,"Northampton Saints","Sale Sharks",47,7,"Home",NA,NA,0,1
2013-04-21,"Wasps","Exeter Chiefs",24,37,"Away",NA,NA,0,1
2013-05-04,"Saracens","Bath",23,14,"Home",NA,NA,0,1
2013-05-04,"Sale Sharks","Wasps",21,20,"Home",NA,NA,0,1
2013-05-04,"London Welsh","Worcester Warriors",33,22,"Home",NA,NA,0,1
2013-05-04,"Leicester Tigers","London Irish",32,20,"Home",NA,NA,0,1
2013-05-04,"Harlequins","Northampton Saints",22,19,"Home",NA,NA,0,1
2013-05-04,"Exeter Chiefs","Gloucester",40,39,"Home",NA,NA,0,1
2013-05-11,"Leicester Tigers","Harlequins",33,16,"Home",NA,NA,0,1
2013-05-12,"Saracens","Northampton Saints",13,27,"Away",NA,NA,0,1
2013-05-25,"Leicester Tigers","Northampton Saints",37,17,"Home",NA,NA,1,1
2013-09-06,"Newcastle Falcons","Bath",0,21,"Away",NA,NA,0,1
2013-09-07,"London Irish","Saracens",20,42,"Away",NA,NA,0,1
2013-09-07,"Northampton Saints","Exeter Chiefs",38,11,"Home",NA,NA,0,1
2013-09-07,"Gloucester","Sale Sharks",16,22,"Away",NA,NA,0,1
2013-09-07,"Wasps","Harlequins",15,16,"Away",NA,NA,0,1
2013-09-08,"Leicester Tigers","Worcester Warriors",32,15,"Home",NA,NA,0,1
2013-09-13,"Harlequins","Northampton Saints",6,13,"Away",NA,NA,0,1
2013-09-13,"Sale Sharks","Newcastle Falcons",14,15,"Away",NA,NA,0,1
2013-09-14,"Worcester Warriors","London Irish",18,20,"Away",NA,NA,0,1
2013-09-14,"Exeter Chiefs","Wasps",30,26,"Home",NA,NA,0,1
2013-09-14,"Bath","Leicester Tigers",27,20,"Home",NA,NA,0,1
2013-09-15,"Saracens","Gloucester",44,12,"Home",NA,NA,0,1
2013-09-20,"Worcester Warriors","Harlequins",13,37,"Away",NA,NA,0,1
2013-09-20,"Sale Sharks","Wasps",26,22,"Home",NA,NA,0,1
2013-09-21,"London Irish","Exeter Chiefs",23,29,"Away",NA,NA,0,1
2013-09-21,"Leicester Tigers","Newcastle Falcons",31,6,"Home",NA,NA,0,1
2013-09-21,"Gloucester","Northampton Saints",26,24,"Home",NA,NA,0,1
2013-09-22,"Saracens","Bath",31,17,"Home",NA,NA,0,1
2013-09-27,"Northampton Saints","Sale Sharks",33,14,"Home",NA,NA,0,1
2013-09-28,"Wasps","Worcester Warriors",32,16,"Home",NA,NA,0,1
